"warid","warname","statenum","stateacr","sdate1","sdate2","edate1","edate2","deaths","outcome","newcow","cow94","cow00","oldwid"
"ECW2.1-2375","Africa's World War",552,"ZIM","1998-8-21",NA,"2002-9-13",NA,NA,3,"CW-905",NA,"CW-757",2180
"ECW2.1-2375","Africa's World War",540,"ANG","1998-8-24",NA,"2002-11-4",NA,NA,3,"CW-905",NA,"CW-757",2180
"ECW2.1-2375","Africa's World War",500,"UGA","1998-8-26",NA,"2002-7-22",NA,NA,3,"CW-905",NA,"CW-757",2180
"ECW2.1-2375","Africa's World War",565,"NAM","1998-8-28",NA,"2001-8-4",NA,NA,3,"CW-905",NA,"CW-757",2180
"ECW2.1-2375","Africa's World War",516,"BUI","1998-9-17",NA,"2002-7-22",NA,NA,3,"CW-905",NA,"CW-757",2180
"ECW2.1-2375","Africa's World War",625,"SUD","1998-9-17",NA,"2002-7-22",NA,NA,3,"CW-905",NA,"CW-757",2180
"ECW2.1-2375","Africa's World War",483,"CHA","1998-9-30",NA,"1999-4-18",NA,NA,3,"CW-905",NA,"CW-757",2180
"ECW2.1-2380","Fourth Chad (Togoimi Revolt)",483,"CHA","1998-10-16",NA,"2000-4-28",NA,1500,7,"CW-906",NA,NA,NA
"ECW2.1-2385","Third Angolan",540,"ANG","1998-12-4",NA,"2002-2-22",NA,16000,1,"CW-907",NA,NA,NA
"ECW2.1-2390","Second Congo (Brazzaville)",484,"CON","1998-12-15",NA,"1999-11-16",NA,4000,1,"CW-908",NA,"CW-760",2185
"ECW2.1-2405","Second Aceh",850,"INS","1999-5-3",NA,"2002-12-9",NA,3830,3,"CW-912",NA,NA,NA
"ECW2.1-2410","Oromo Liberation",530,"ETH","1999-5-30",NA,"1999-8-18",NA,1000,1,"CW-913",NA,NA,NA
"ECW2.1-2415","Second Chechen",365,"RUS","1999-8-7",NA,"2003-10-3",NA,20000,1,"CW-915",NA,NA,NA
"ECW2.1-2420","Second Philippine-Moro",840,"PHI","2000-4-23",NA,"2001-6-22",NA,2700,3,"CW-916",NA,NA,NA
"ECW2.1-2425","Guinean",438,"GUI","2000-9-11",NA,"2001-4-15",NA,NA,6,"CW-917",NA,NA,NA
"ECW2.1-2430","Al Aqsa Intifada",666,"ISR","2000-9-28",NA,"2003-9-9",NA,4300,1,"ES-480",NA,NA,NA
"ECW2.1-2435","Third Burundi",516,"BUI","2001-3-21",NA,"2003-10-8",NA,3150,3,"CW-918",NA,NA,NA
"ECW2.1-2440","Fourth Rwanda",517,"RWA","2001-5-21",NA,"2001-9-4",NA,1800,1,"CW-920",NA,NA,2210
"ECW2.1-2445","First Nepal Maoist Insurgency",790,"NEP","2001-11-23",NA,"2003-1-29",NA,3780,6,"CW-921",NA,NA,NA
"ECW2.1-245","First Murid War",365,"RUS","1830-1-1",NA,"1832-10-17",NA,1500,1,"CW-511","IW-317","CW-508",1080
"ECW2.1-2450","Afghan Resistance",2,"USA","2001-12-23",NA,"2003-12-31",NA,12552,5,"ES-481",NA,NA,2240
"ECW2.1-2450","Afghan Resistance",20,"CAN","2001-12-23",NA,"2003-12-31",NA,NA,5,"ES-481",NA,NA,2240
"ECW2.1-2450","Afghan Resistance",200,"UKG","2001-12-23",NA,"2003-12-31",NA,NA,5,"ES-481",NA,NA,2240
"ECW2.1-2450","Afghan Resistance",220,"FRN","2001-12-23",NA,"2003-12-31",NA,NA,5,"ES-481",NA,NA,2240
"ECW2.1-2450","Afghan Resistance",255,"GMY","2001-12-23",NA,"2003-12-31",NA,NA,5,"ES-481",NA,NA,2240
"ECW2.1-2450","Afghan Resistance",700,"AFG","2001-12-23",NA,"2003-12-31",NA,NA,5,"ES-481",NA,NA,2240
"ECW2.1-2450","Afghan Resistance",900,"AUL","2001-12-23",NA,"2003-12-31",NA,NA,5,"ES-481",NA,NA,2240
"ECW2.1-2455","Fourth Liberian",450,"LBR","2002-2-1",NA,"2003-8-11",NA,3000,2,"CW-922",NA,NA,2225
"ECW2.1-2465","Cote d'Ivoire Military",220,"FRN","2002-12-11",NA,"2004-11-16",NA,NA,2,"CW-925",NA,NA,NA
"ECW2.1-2465","Cote d'Ivoire Military",437,"CDI","2002-9-19",NA,"2004-11-16",NA,2700,2,"CW-925",NA,NA,NA
"ECW2.1-2470","Third Philippine-Moro",840,"PHI","2003-2-11",NA,"2003-7-15",NA,1000,7,"CW-926",NA,NA,NA
"ECW2.1-2475","Darfur",625,"SUD","2003-2-26",NA,"2006-12-11",NA,NA,6,"CW-927",NA,NA,NA
"ECW2.1-2480","Iraqi Resistance",2,"USA","2003-5-3",NA,"2010-12-31",NA,23985,5,"ES-482",NA,NA,2235
"ECW2.1-2480","Iraqi Resistance",200,"UKG","2003-5-3",NA,"2010-12-31",NA,NA,5,"ES-482",NA,NA,2235
"ECW2.1-2480","Iraqi Resistance",900,"AUL","2003-5-3",NA,"2010-12-31",NA,NA,5,"ES-482",NA,NA,2235
"ECW2.1-2480","Iraqi Resistance",210,"NTH","2004-3-1",NA,"2010-12-31",NA,NA,5,"ES-482",NA,NA,2235
"ECW2.1-2480","Iraqi Resistance",230,"SPN","2004-3-1",NA,"2010-12-31",NA,NA,5,"ES-482",NA,NA,2235
"ECW2.1-2480","Iraqi Resistance",290,"POL","2004-3-1",NA,"2010-12-31",NA,NA,5,"ES-482",NA,NA,2235
"ECW2.1-2480","Iraqi Resistance",325,"ITA","2004-3-1",NA,"2010-12-31",NA,NA,5,"ES-482",NA,NA,2235
"ECW2.1-2480","Iraqi Resistance",369,"UKR","2004-3-1",NA,"2010-12-31",NA,NA,5,"ES-482",NA,NA,2235
"ECW2.1-2480","Iraqi Resistance",645,"IRQ","2004-6-28",NA,"2010-12-31",NA,NA,5,"ES-482",NA,NA,2235
"ECW2.1-2480","Iraqi Resistance",732,"ROK","2004-9-25",NA,"2010-12-31",NA,NA,5,"ES-482",NA,NA,2235
"ECW2.1-2485","Third Aceh",850,"INS","2003-5-18",NA,"2003-11-18",NA,1550,1,"CW-930",NA,NA,NA
"ECW2.1-2490","Second Nepal Maoists",790,"NEP","2003-8-27",NA,"2006-4-26",NA,7030,3,"CW-931",NA,NA,2220
"ECW2.1-2495","Waziristan",2,"USA","2004-2-20",NA,"2006-9-5",NA,NA,2,"CW-932",NA,NA,NA
"ECW2.1-2495","Waziristan",770,"PAK","2004-2-20",NA,"2006-9-5",NA,3000,2,"CW-932",NA,NA,NA
"ECW2.1-250","First Albanian Revolt",640,"TUR","1830-2-1",NA,"1831-11-15",NA,15000,1,"CW-512","IW-312","CW-511",1095
"ECW2.1-2505","First Yemeni Cleric",679,"YEM","2004-6-21",NA,"2005-4-8",NA,2250,1,"CW-935",NA,NA,NA
"ECW2.1-2510","Philippine Joint Offensive",840,"PHI","2005-1-17",NA,"2006-7-11",NA,2823,7,"CW-936",NA,NA,NA
"ECW2.1-2515","Fifth Chad",483,"CHA","2005-12-18",NA,"2006-12-20",NA,1100,1,"CW-937",NA,NA,NA
"ECW2.1-2520","Third Somalia",531,"ERI","2006-10-19",NA,"2008-6-11",NA,NA,1,"CW-938",NA,NA,NA
"ECW2.1-2520","Third Somalia",530,"ETH","2006-10-9",NA,"2008-6-11",NA,NA,1,"CW-938",NA,NA,NA
"ECW2.1-2520","Third Somalia",520,"SOM","2006-3-6",NA,"2008-6-1",NA,NA,1,"CW-938",NA,NA,NA
"ECW2.1-2520","Third Somalia",2,"USA","2007-1-7",NA,"2007-6-3",NA,NA,1,"CW-938",NA,NA,NA
"ECW2.1-2525","Second Sri Lanka Tamil",780,"SRI","2006-10-11",NA,"2009-5-19",NA,NA,5,"CW-940","CW-934","CW-715",2015
"ECW2.1-2530","Somalia",520,"SOM","2006-10-24",NA,"2010-12-31",NA,6701,5,NA,NA,NA,NA
"ECW2.1-2535","Second Yemeni Cleric",679,"YEM","2007-1-29",NA,"2007-6-16",NA,3500,6,"CW-941",NA,NA,NA
"ECW2.1-2540","Pakistan vs. TTP",770,"PAK","2007-07-15",NA,"2010-12-31",NA,13876,5,NA,NA,NA,NA
"ECW2.1-2545","Rwanda vs. FDLR",517,"RWA","2009-01-28",NA,"2009-12-31",NA,1824,NA,NA,NA,NA,NA
"ECW2.1-255","First French Insurrection",220,"FRN","1830-7-25",NA,"1830-7-29",NA,2200,2,"CW-513","CW-610","CW-510",1090
"ECW2.1-260","Belgian Independence",210,"NTH","1830-8-25",NA,"1830-11-4",NA,1100,2,"CW-515","IW-315","CW-509",1085
"ECW2.1-261","China-Kokand War",710,"CHN","1819-01-01",NA,"1822-12-31",NA,6667,1,"NS-1515",NA,NA,NA
"ECW2.1-265","Egyptian Taka Expedition",640,"TUR","1831-1-1",NA,"1832-12-15",NA,1500,2,"CW-516",NA,NA,NA
"ECW2.1-275","First Polish",365,"RUS","1831-2-7",NA,"1831-10-18",NA,35000,1,"CW-517","IW-316","CW-508",1100
"ECW2.1-280","First Syrian",640,"TUR","1831-10-1",NA,"1832-12-27",NA,12000,2,"CW-518","IW-319","CW=513",1105
"ECW2.1-285","First Mexican",70,"MEX","1832-1-2",NA,"1832-12-11",NA,4000,2,"CW-520","CW-613","CW-514",1115
"ECW2.1-290","Ottoman-Bilmez-Asiri War",640,"TUR","1832-6-1",NA,"1837-12-15",NA,NA,1,"ES-320","IW-319","CW-513",1105
"ECW2.1-291","Argentina-Ranqueles Indian War",160,"ARG","1833-03-16",NA,"1834-03-25",NA,6000,1,"NS-1518",NA,NA,NA
"ECW2.1-300","Egypt- Palestinian Anti-Conscription Revolt",640,"TUR","1834-4-19",NA,"1834-10-15",NA,2000,2,"CW-521",NA,NA,NA
"ECW2.1-305","First Carlist War",230,"SPN","1834-7-15",NA,"1840-7-15",NA,125000,1,"CW-522","CW-616","CW-515",1125
"ECW2.1-305","First Carlist War",235,"POR","1835-10-15",NA,"1836-2-15",NA,50,1,"CW-522","CW-616","CW-515",1125
"ECW2.1-305","First Carlist War",220,"FRN","1835-10-31",NA,"1839-1-17",NA,7700,1,"CW-522","CW-616","CW-515",1125
"ECW2.1-305","First Carlist War",200,"UKG","1835-7-10",NA,"1837-9-1",NA,2479,1,"CW-522","CW-616","CW-515",1125
"ECW2.1-310","Second Murid",365,"RUS","1834-9-26",NA,"1834-10-27",NA,NA,7,"CW-523","IW-317","CW-508",1080
"ECW2.1-315","Cabanos Revolt",140,"BRA","1835-1-6",NA,"1837-5-15",NA,NA,1,"CW-525",NA,NA,NA
"ECW2.1-320","Farroupilha War",140,"BRA","1835-9-19",NA,"1845-3-1",NA,10000,1,"CW-526",NA,"CW-516",1130
"ECW2.1-325","Texan",70,"MEX","1835-10-1",NA,"1836-4-22",NA,2200,2,"CW-527","IW-322","CW-517",1135
"ECW2.1-330","First Bosnian",640,"TUR","1836-1-1",NA,"1837-12-15",NA,1000,1,"CW-528","IW-323","CW-518",1140
"ECW2.1-335","Third Murid",365,"RUS","1836-7-1",NA,"1852-12-15",NA,15000,1,"CW-530","IW-317","CW-508",1080
"ECW2.1-340","Druze Rebellion",640,"TUR","1837-9-27",NA,"1838-8-22",NA,15000,1,"CW-532",NA,NA,NA
"ECW2.1-345","Sabinada Rebellion",140,"BRA","1837-11-7",NA,"1838-3-13",NA,1800,1,"CW-531",NA,NA,NA
"ECW2.1-350","First British-Zulu",200,"UKG","1838-4-17",NA,"1838-04-30",NA,800,2,"ES-321","IW-324","ES-311",5030
"ECW2.1-355","Second Syrian",640,"TUR","1839-6-10",NA,"1839-6-24",NA,3000,2,"CW-533/CW-537","IW-328","CW-519",1145
"ECW2.1-355","Second Syrian, Phase 2",200,"UKG","1840-9-9",NA,"1840-11-27",NA,10,1,"CW-533/CW-537","IW-328","CW-519",1145
"ECW2.1-360","Lebanon Insurgency",640,"TUR","1840-5-27",NA,"1840-7-13",NA,4500,2,"CW-535",NA,NA,NA
"ECW2.1-365","First Colombian",100,"COL","1840-7-15",NA,"1842-7-15",NA,4000,2,"CW-536","CW-619","CW-521",1150
"ECW2.1-375","Second Bosnian",640,"TUR","1841-1-1",NA,"1841-12-15",NA,2000,1,"CW-540","IW-333","CW-523",1160
"ECW2.1-380","First Argentina War",160,"ARG","1839-02-24",NA,"1842-12-6",NA,6300,1,"CW-538/NS-1527","CW-622","CW-522",1155
"ECW2.1-385","Triangular Revolt",70,"MEX","1841-9-4",NA,"1841-10-6",NA,NA,2,"CW-541",NA,NA,NA
"ECW2.1-390","Karbala Revolt",640,"TUR","1842-12-19",NA,"1843-1-13",NA,4600,1,"CW-542",NA,NA,NA
"ECW2.1-395","British-Sind",200,"UKG","1843-1-6",NA,"1843-6-14",NA,4200,1,"ES-326",NA,NA,NA
"ECW2.1-400","Gwalior",200,"UKG","1843-12-28",NA,"1843-12-29",NA,1436,1,"ES-329",NA,NA,NA
"ECW2.1-410","First British-Sikh",200,"UKG","1845-12-13",NA,"1846-2-10",NA,8500,1,"ES-331","IW-337","ES-322",5045
"ECW2.1-415","Cracow Revolt",255,"GMY","1846-2-1",NA,"1846-3-3",NA,NA,1,"ES-332","IW-339","ES-325",NA
"ECW2.1-415","Cracow Revolt",365,"RUS","1846-2-1",NA,"1846-3-3",NA,NA,1,"ES-332","IW-339","ES-325",NA
"ECW2.1-415","Cracow Revolt",300,"AUH","1846-2-15",NA,"1846-3-3",NA,2000,1,"ES-332","IW-339","ES-325",5055
"ECW2.1-420","First British-Xhosa",200,"UKG","1846-4-16",NA,"1847-12-23",NA,3000,1,"ES-333","IW-338","ES-323",5050
"ECW2.1-430","Mayan Caste War",70,"MEX","1847-1-15",NA,"1855-03-04",NA,301800,4,"CW-545/CW-553",NA,NA,NA
"ECW2.1-431","War of  Seven Khojas",710,"CHN","1847-01-01",NA,"1848-01-31",NA,1000,1,"NS-1533",NA,NA,NA
"ECW2.1-435","Second Carlist",230,"SPN","1847-5-15",NA,"1849-5-1",NA,10000,1,"CW-546","CW-625","CW-524",1165
"ECW2.1-440","Second Two Sicilies",329,"SIC","1848-1-12","1848-5-15","1848-1-27","1849-5-15",1000,1,"CW-547","CW-628","CW-527",1180
"ECW2.1-445","First Venezuelan",101,"VEN","1848-2-4",NA,"1849-8-15",NA,NA,1,"CW-548",NA,NA,NA
"ECW2.1-450","Viennese Revolt",300,"AUH","1848-3-13",NA,"1848-10-31",NA,3249,1,"CW-550","CW-634","CW-529",1190
"ECW2.1-455","Milan Five Day Revolt",300,"AUH","1848-3-18",NA,"1848-3-23",NA,1030,4,"CW-551",NA,NA,NA
"ECW2.1-460","First Dutch-Bali",210,"NTH","1848-4-12","1849-4-2","1848-6-21","1849-6-14",2300,6,"ES-334",NA,NA,NA
"ECW2.1-465","Second British-Sikh",200,"UKG","1848-5-18",NA,"1849-3-10",NA,6500,1,"ES-335","IW-343","ES-326",5060
"ECW2.1-470","Second French Insurrection",220,"FRN","1848-6-23",NA,"1848-6-26",NA,2800,1,"CW-552","CW-631","CW-528",1185
"ECW2.1-480","Hungarian",300,"AUH","1848-9-9",NA,"1849-8-13",NA,66000,1,"CW-554","IW-340","CW-530",1195
"ECW2.1-480","Hungarian",365,"RUS","1849-7-16",NA,"1849-8-13",NA,14500,1,"CW-554","IW-340","CW-530",1195
"ECW2.1-485","Chinese Pirates",200,"UKG","1849-10-20",NA,"1849-10-22",NA,2800,1,"ES-336",NA,NA,NA
"ECW2.1-490","Second British-Xhosa",200,"UKG","1850-12-24",NA,"1852-4-8",NA,7400,1,"ES-337",NA,NA,NA
"ECW2.1-491","Ethiopia-Mahdi War",530,"ETH","1885-05-01",NA,"1889-03-12",NA,30000,2,"NS-1559",NA,NA,NA
"ECW2.1-495","Ottoman-Yam",640,"TUR","1851-4-21",NA,"1851-7-9",NA,NA,1,"ES-338",NA,NA,NA
"ECW2.1-500","First Chilean",155,"CHL","1851-9-5",NA,"1851-12-15",NA,4000,1,"CW-555","CW-637","CW-532",1205
"ECW2.1-505","First Turco-Montenegrin",640,"TUR","1852-12-2",NA,"1853-3-13",NA,5000,2,"CW-556","IW-346","CW-533",1210
"ECW2.1-510","First Peru",135,"PER","1853-12-21",NA,"1855-1-7",NA,4000,2,"CW-557","CW-640","CW-534",1215
"ECW2.1-515","French-Tukulor War",220,"FRN","1854-1-1",NA,"1857-7-15",NA,2100,6,"ES-340","IW-347","ES-334",5080
"ECW2.1-525","British-Santal",200,"UKG","1855-1-1",NA,"1856-12-15",NA,15000,1,"ES-341",NA,"ES-330",5070
"ECW2.1-535","Puebla War",70,"MEX","1855-12-11",NA,"1856-3-21",NA,3600,1,"CW-558",NA,NA,NA
"ECW2.1-540","Hodeida Seige",640,"TUR","1856-1-22",NA,"1856-2-22",NA,16700,6,"ES-342",NA,NA,NA
"ECW2.1-545","French Conquest of Kabylia",220,"FRN","1856-5-17",NA,"1857-12-15",NA,1000,1,"ES-345","IW-350","ES-333",5075
"ECW2.1-550","Second Peru",135,"PER","1856-10-31",NA,"1858-3-7",NA,3000,1,"CW-560","CW-643","CW-535",1230
"ECW2.1-551","Kucha and Khoja Uprising",710,"CHN","1857-01-01",NA,"1857-09-30",NA,2500,1,"NS-1543",NA,NA,NA
"ECW2.1-560","Indian Mutiny",200,"UKG","1857-5-10",NA,"1859-4-7",NA,22500,1,"ES-347","IW-349","ES-335",5085
"ECW2.1-561","First Boer-Basuto War",564,"OFS","1858-01-01",NA,"1858-12-31",NA,1200,6,"NS-1544",NA,NA,NA
"ECW2.1-562","First Ethiopian War",530,"ETH","1858-01-01",NA,"1861-01-31",NA,2000,1,"NS-1545",NA,NA,NA
"ECW2.1-565","Mexican Reform",70,"MEX","1858-2-15",NA,"1861-1-1",NA,8000,4,"CW-561","CW-646","CW-537",1240
"ECW2.1-570","Second Turco-Montenegrin",640,"TUR","1858-5-4",NA,"1859-6-1",NA,4400,2,"CW-562","IW-352","CW-538",1245
"ECW2.1-575","Second Venezuelan/Federalist",101,"VEN","1859-2-1",NA,"1863-5-23",NA,20000,2,"CW-563","CW-649","CW-539",1250
"ECW2.1-580","Netherlands-Bone",210,"NTH","1859-2-20",NA,"1860-1-20",NA,1000,1,"ES-350",NA,NA,NA
"ECW2.1-585","Argentine-Buenos Aires",160,"ARG","1859-5-29",NA,"1859-10-23",NA,1000,1,"ES-351","IW-353","ES-338",5090
"ECW2.1-590","Garibaldi Expedition",329,"SIC","1860-5-11",NA,"1860-10-14",NA,6000,4,"ES-352",NA,NA,NA
"ECW2.1-595","Second Colombian",100,"COL","1860-5-15",NA,"1861-7-18",NA,2500,2,"CW-565","CW-655","CW-544",1270
"ECW2.1-605","Taiping Rebellion",710,"CHN","1850-12-01",NA,"1866-2-9",NA,111000,1,"CW-567/NS-1534","CW-652","CW-540",1255
"ECW2.1-605","Taiping Rebellion",200,"UKG","1862-3-1",NA,"1862-8-1",NA,25,1,"CW-567/NS-1534","CW-652","CW-540",1255
"ECW2.1-610","Second Nien Revolt",710,"CHN","1860-10-25",NA,"1868-8-16",NA,75000,1,"CW-568","CW-653","CW-542",1260
"ECW2.1-615","Han-Miao War",710,"CHN","1854-03-25",NA,"1872-5-1",NA,75000,1,"CW-570/NS-1537","CW-654","CW-543",1265
"ECW2.1-620","Han-Panthay War",710,"CHN","1856-05-19",NA,"1872-12-26",NA,NA,1,"CW-571/NS-1541",NA,NA,NA
"ECW2.1-630","U.S. Civil War",2,"USA","1861-4-10",NA,"1865-4-9",NA,618000,1,"CW-572","CW-658","CW-545",1275
"ECW2.1-635","Third Buenos Aires",160,"ARG","1861-8-20",NA,"1861-12-2",NA,1000,2,"CW-573","IW-354","CW-547",1280
"ECW2.1-640","Third Turco-Montenegrin",640,"TUR","1861-12-1",NA,"1862-8-31",NA,3500,3,"CW-575",NA,"CW-548",1290
"ECW2.1-641","Transvaal War",563,"TRA","1862-04-01",NA,"1864-01-31",NA,6000,1,"NS-1548",NA,NA,NA
"ECW2.1-650","Tungan Rebellion",710,"CHN","1862-5-1",NA,"1873-10-24",NA,NA,1,"CW-576",NA,NA,NA
"ECW2.1-655","Sioux-Minnesota",2,"USA","1862-8-17",NA,"1862-9-26",NA,1068,2,"CW-577",NA,NA,NA
"ECW2.1-660","Bolivan Perez Rebellion",145,"BOL","1862-9-15",NA,"1862-9-15",NA,1000,1,"CW-578",NA,NA,NA
"ECW2.1-670","Second Polish",365,"RUS","1863-1-22",NA,"1864-4-19",NA,16500,1,"CW-580","IW-355","CW-550",1300
"ECW2.1-675","Second Argentina",160,"ARG","1863-4-2",NA,"1863-11-12",NA,1000,1,"CW-581","CW-661","CW-551",1305
"ECW2.1-680","British-Maori",200,"UKG","1863-6-4",NA,"1866-1-14",NA,2700,1,"ES-355","IW-356","ES-339",5095
"ECW2.1-685","Shimonoseki War",2,"USA","1863-6-25",NA,"1864-9-7",NA,1005,1,"ES-356",NA,NA,NA
"ECW2.1-685","Shimonoseki War",220,"FRN","1863-6-25",NA,"1864-9-7",NA,NA,1,"ES-356",NA,NA,NA
"ECW2.1-685","Shimonoseki War",200,"UKG","1864-7-5",NA,"1864-9-7",NA,NA,1,"ES-356",NA,NA,NA
"ECW2.1-685","Shimonoseki War",210,"NTH","1864-7-5",NA,"1864-9-7",NA,NA,1,"ES-356",NA,NA,NA
"ECW2.1-690","British Umbeyla Campaign",200,"UKG","1863-10-20",NA,"1863-12-21",NA,2400,1,"ES-357",NA,NA,NA
"ECW2.1-695","Russian-Kokand",365,"RUS","1864-4-24",NA,"1865-6-17",NA,1620,1,"ES-359",NA,NA,NA
"ECW2.1-700","Xinjiang Muslim Revolt",710,"CHN","1864-7-1",NA,"1871-7-3",NA,250000,2,"CW-582",NA,NA,NA
"ECW2.1-700","Xinjiang Muslim Revolt",365,"RUS","1871-6-24",NA,"1871-7-3",NA,250000,2,"CW-582",NA,NA,NA
"ECW2.1-705","British-Bhutanese",200,"UKG","1865-1-1",NA,"1865-11-11",NA,1000,1,"ES-360","IW-359","ES-342",5100
"ECW2.1-706","Second Boer-Basuto War",564,"OFS","1865-06-09",NA,"1866-04-03",NA,1200,1,"NS-1552",NA,NA,NA
"ECW2.1-710","Russian-Bukharan",365,"RUS","1866-1-12",NA,"1866-10-18",NA,1100,1,"ES-361",NA,NA,NA
"ECW2.1-715","First  Cretan",640,"TUR","1866-5-29",NA,"1867-2-22",NA,1000,1,"CW-583","IW-360","CW-554",1325
"ECW2.1-720","Yellow Cliff Revolt",710,"CHN","1866-10-1",NA,"1866-10-09",NA,NA,1,"CW-585",NA,NA,NA
"ECW2.1-725","Third Argentina",160,"ARG","1866-12-15",NA,"1867-10-15",NA,1000,1,"CW-586","CW-664","CW-553",1320
"ECW2.1-735","Queretaro",70,"MEX","1867-2-6",NA,"1867-5-14",NA,2500,2,"CW-587",NA,NA,NA
"ECW2.1-745","Meiji Restoration",740,"JPN","1868-1-3",NA,"1868-7-4",NA,3000,1,"CW-588",NA,NA,NA
"ECW2.1-750","Third Venezuelan",101,"VEN","1868-1-11","1869-8-14","1868-8-14","1871-1-7",3000,2,"CW-590","CW-667","CW-555",1335
"ECW2.1-751","Second Ethiopian War",710,"CHN","1868-04-13",NA,"1872-01-21",NA,35000,2,"NS-1553",NA,NA,NA
"ECW2.1-755","Spanish Liberals",230,"SPN","1868-9-18",NA,"1868-9-29",NA,1600,2,"CW-591","CW-670","CW-557",1340
"ECW2.1-760","First Spanish-Cuban",230,"SPN","1868-10-10",NA,"1878-2-11",NA,150000,1,"ES-363","IW-361","ES-345",5105
"ECW2.1-765","Attack on Bahr el-Ghazal",651,"EGY","1869-1-1",NA,"1870-12-15",NA,1500,2,"ES-364",NA,NA,NA
"ECW2.1-770","Guerre des Cacos",41,"HAI","1869-2-1",NA,"1869-12-18",NA,NA,2,"CW-592",NA,NA,NA
"ECW2.1-771","Uruguay Colorados-Blancos War",165,"URU","1870-03-05",NA,"1872-04-06",NA,3000,1,"NS-1554",NA,NA,NA
"ECW2.1-775","Fourth Argentina",160,"ARG","1870-5-20",NA,"1871-3-13",NA,1500,1,"CW-593","CW-673","CW-558",1350
"ECW2.1-780","Bolivia-Criollos",145,"BOL","1870-11-24",NA,"1871-1-15",NA,1087,2,"CW-595",NA,NA,NA
"ECW2.1-785","Ottoman Conquest of Arabia",640,"TUR","1870-11-30",NA,"1872-12-30",NA,5500,1,"ES-365",NA,NA,NA
"ECW2.1-790","Second Franco-Algerian",220,"FRN","1871-3-1",NA,"1872-1-15",NA,12686,1,"ES-366","IW-365","ES-346",5120
"ECW2.1-795","Paris Commune",220,"FRN","1871-4-2",NA,"1871-5-29",NA,25879,1,"CW-596","CW-676","CW-560",1355
"ECW2.1-800","Third Carlist",230,"SPN","1872-4-20",NA,"1876-2-20",NA,50000,1,"CW-597","CW-679","CW-561",1360
"ECW2.1-805","Second British-Ashanti",200,"UKG","1873-1-1",NA,"1874-2-4",NA,1500,1,"ES-367","IW-362","ES-347",5110
"ECW2.1-810","First Dutch-Achinese",210,"NTH","1873-3-26",NA,"1878-10-13",NA,23000,1,"ES-370","IW-364","ES-350",5115
"ECW2.1-815","Cantonalist",230,"SPN","1874-1-1",NA,"1875-1-15",NA,2000,1,"CW-598",NA,NA,NA
"ECW2.1-820","Fifth Argentina",160,"ARG","1874-9-1",NA,"1874-11-6",NA,1000,1,"CW-600","IW-366","CW-562",1365
"ECW2.1-825","Bosnia & Bulgaria Revolt",640,"TUR","1875-6-30",NA,"1876-6-29",NA,9000,4,"CW-601","IW-367","CW-563",1370
"ECW2.1-830","Kokand Rebellion",365,"RUS","1875-8-9",NA,"1876-2-28",NA,4900,1,"ES-371",NA,NA,NA
"ECW2.1-835","Egyptian-Ethiopian",651,"EGY","1875-9-1",NA,"1876-3-9",NA,8800,2,"ES-372","IW-368","ES-351",5125
"ECW2.1-840","Diaz Revolt",70,"MEX","1876-3-1",NA,"1876-11-23",NA,1900,2,"CW-602",NA,"CW-565",1380
"ECW2.1-845","Defeat of Xinjiang Muslims",710,"CHN","1876-4-1",NA,"1877-12-1",NA,3e+05,1,"CW-603",NA,"CW-552",1315
"ECW2.1-850","Serbian-Turkish",640,"TUR","1876-6-30",NA,"1877-4-23",NA,5000,4,"ES-373","IW-367","CW-563",1370
"ECW2.1-855","Third Colombian",100,"COL","1876-7-26",NA,"1877-7-1",NA,3870,1,"CW-605","CW-682","CW-567",1385
"ECW2.1-860","Satsuma Rebellion",740,"JPN","1877-1-29",NA,"1877-9-24",NA,17000,1,"CW-607","CW-685","CW-568",1390
"ECW2.1-865","Third British-Xhosa",200,"UKG","1877-8-1",NA,"1878-6-15",NA,3900,1,"ES-374","IW-371","ES-353",5130
"ECW2.1-870","Egypt-Sudanese Slavers",651,"EGY","1878-2-1",NA,"1879-7-15",NA,4000,1,"ES-375",NA,NA,NA
"ECW2.1-875","Russo-Turkoman",365,"RUS","1878-5-1",NA,"1881-1-24",NA,10000,1,"ES-376","IW-369","ES-354",5135
"ECW2.1-880","Austrian-Bosnian",300,"AUH","1878-7-29",NA,"1878-10-1",NA,6000,1,"ES-377","IW-370","ES-355",5140
"ECW2.1-885","Second British-Zulu",200,"UKG","1879-1-11",NA,"1879-7-4",NA,10500,1,"ES-380","IW-376","ES-358",5145
"ECW2.1-890","Argentine Indians",160,"ARG","1879-4-6",NA,"1880-7-8",NA,1700,1,"CW-608",NA,NA,NA
"ECW2.1-895","Fourth Buenos Aires",160,"ARG","1880-6-21",NA,"1880-7-21",NA,1200,1,"CW-610","CW-688","CW-569",1395
"ECW2.1-900","Gun War",200,"UKG","1880-9-1",NA,"1881-4-15",NA,1000,1,"ES-381","IW-375","ES-359",5150
"ECW2.1-905","Franco-Tunisian",220,"FRN","1881-6-1",NA,"1882-4-4",NA,10000,1,"ES-383","IW-378","ES-362",5155
"ECW2.1-910","First British-Mahdi",200,"UKG","1881-8-1",NA,"1885-3-22",NA,42000,2,"ES-384","IW-382","ES-364",5160
